HS부호,한글품목명,영문품목명
3304912000,베이비파우다(탈쿰파우다를 포함한다),Baby powders (including talcum powder)
3304919000,기타,Other
3304991000,기초화장용 제품류,Skin care cosmetics
3304992000,메이크업용 제품류,Make-up cosmetics
3304993000,어린이용 제품류,Baby cosmetics
3304999000,기타,Other
3305100000,샴푸,Shampoos
3305200000,퍼머넌트 웨이빙(permanent waving)용이나 스트레이트닝(straightening)용 제품류,Preparations for permanent waving or straightening
3305300000,헤어 래커(hair lacquer),Hair lacquers
3305901000,헤어린스,Hair rinses
3305902000,헤어크림,Hair creams
3305909000,기타,Other
3306100000,치약,Dentifrices
33062010,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides
330620101,강력사나 단사로서 꼬임이 없거나 미터당 50회 이하의 꼬임의 것,"High tenacity yarn and single, untwisted or with a twist of not exceeding 50 turns per metre"
3306201011,70데시텍스를 초과하지 않는 것,Not more than 70 decitex
3306201019,기타,Other
3306201020,구성하는 단사가 50텍스를 초과하는 것,Of measuring per single yarn more than 50 tex
3306209000,기타,Other
3306901000,구강위생용 제품류,Preparation for oral hygiene
3306902000,치과위생용 제품류,Preparations for dental hygiene
3307101000,애프터 셰이빙로션,After-shaving lotions
3307109000,기타,Other
3307200000,인체용 탈취제와 땀 억제제,Personal deodorants and antiperspirants
3307301000,가향한 목욕용 염,Perfumed bath salts
3307302000,그 밖의 목욕용 제품류,Other bath preparations
3307410000,아가바티(agarbatti)와 그 밖의 연소시켜 사용하는 향기성의 조제품,“Agarbatti” and other odoriferous preparations which operate by burning
3307490000,기타,Other
3307901000,탈모제,Depilatories
3307903000,콘택트렌즈의 액이나 의안의 액,Contact lens solutions or artificial eye solutions
3307904000,마스크 팩,Mask pack
3307909000,기타,Other
3401111000,약용비누,Medicated soaps
3401119000,기타,Other
34011910,"비누, 유기계면활성제품과 조제품(막대(bar) 모양ㆍ케이크 모양ㆍ주형 모양으로 된 것)","Soap and organic surface-active products and preparations, in the form of bars, cake, moulded pieces or shapes"
3401191010,세탁비누,Laundry soaps
3401191090,기타,Other
3401192000,비누나 세제를 침투시키거나 도포한 종이ㆍ워딩(wadding)ㆍ펠트(felt)와 부직포,"Paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent"
3401200000,그 밖의 모양의 비누,Soap in other forms
3401300000,"피부세척용 유기계면활성제품과 조제품(액체나 크림 형태의 소매용으로 한정하며, 비누를 함유한 것인지에 상관없다)","Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap"
3402310000,선형 알킬벤젠 술폰산과 그 염,Linear alkylbenzene sulphonic acids and their salts
3402390000,기타,Other
3402410000,양이온성,Cationic
3402421000,농약원제(農藥原劑)(?농약관리법?에 따라 등록된 것으로 한정한다),Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)
3402429000,기타,Other
3402490000,기타,Other
3402501000,조제 세제,Washing preparations
3402502000,조제 청정제,Cleaning preparations
3402509000,기타,Other
3402901000,조제 계면활성제,Surface-active preparations
3402902000,조제 세제,Washing preparations
3402903000,조제 청정제,Cleaning preparations
3403111000,방직용 재료의 처리용 조제품,Preparations for the treatment of textile materials
3403112000,가죽이나 모피의 처리용 조제품,Preparations for the treatment of leather or furskins
3403119000,기타,Other
3403191000,조제 절삭유,Cutting oil preparations
3403193000,방청제나 부식방지제,Anti-rust or anti-corrosion preparations
3403194000,이형(mold release) 조제품,Mold release preparations
3403195000,신선용(伸線用) 조제 윤활제,Lubricating preparations used in wire-drawing
3403199000,기타,Other
3403911000,방직용 재료의 처리용 조제품,Preparations for the treatment of textile materials
3403912000,가죽이나 모피의 처리용 조제품,Preparations for the treatment of leather or furskins
3403919000,기타,Other
3403991000,조제 절삭유,Cutting oil preparations
3403992000,신선용(伸線用) 조제 윤활제,Lubricating preparations used in wire-drawing
3403999000,기타,Other
3404200000,폴리(옥시에틸렌)(폴리에틸렌글리콜)의 것,Of poly(oxyethylene) (polyethylene glycol)
34049010,인조 왁스,Artificial waxes
3404901010,클로로 파라핀왁스,Of chloroparaffines
3404901030,폴리알킬렌왁스,Of polyalkylenes
3404901040,화학적으로 변성한 갈탄왁스,Of chemically modified lignite
3404901090,기타,Other
3404902000,조제 왁스,Prepared waxes
3405100000,신발용이나 가죽용 광택제ㆍ크림과 이와 유사한 조제품,"Polishes, creams and similar preparations for footwear or leather"
3405200000,목제가구ㆍ마루나 그 밖의 목제품의 유지용 광택제ㆍ크림과 이와 유사한 조제품,"Polishes, creams and similar preparations for the maintenance of wooden furniture, floors or other woodwork"
3405300000,차체(coachwork)용 광택제와 이와 유사한 조제품(금속용 광택제는 제외한다),"Polishes and similar preparations for coachwork, other than metal polishes"
3405400000,조제 연마페이스트(paste)ㆍ조제 연마가루와 그 밖의 연마용 조제품,Scouring pastes and powders and other scouring preparations
34059010,금속용 광택제와 크림,Polishes and creams for metal
3405901030,다이아몬드 가루나 더스트를 기본 재료로 한 것,Based on diamond powder or dust
3405901090,기타,Other
3405909000,기타,Other
3406000000,양초와 이와 유사한 물품,"Candles, tapers and the like."
3407001000,조형용 페이스트(paste),Modelling pastes
3407002000,치과용 왁스나 치과용 인상재료,Preparations known as “dental wax” or as “dental impression compounds”
3407003000,플라스터를 기본 재료로 한 기타 치과용 조제품,"Other preparations for use in dentistry, with a basis of plaster"
3501101000,커피 크리머 제조용,For manufacturing coffee creamer
3501109000,기타,Other
3501901,카세인산염(caseinate)과 그 밖의 카세인(casein) 유도체,Caseinates and other casein derivatives
35019011,카세인산염(caseinate),Caseinates
3501901110,커피 크리머 제조용,For manufacturing coffee creamer
3501901190,기타,Other
3501901200,그 밖의 카세인(casein) 유도체,Other casein derivatives
3501902000,카세인 글루(casein glue),Casein glues
3502110000,건조한 것,Dried
3502190000,기타,Other
3502200000,밀크알부민(둘 이상의 유장단백질의 농축물을 포함한다),"Milk albumin, including concentrates of two or more whey proteins"
3502901000,알부민산염과 그 밖의 알부민 유도체,Albuminates and other albumin derivatives
3502909000,기타,Other
35030010,젤라틴과 젤라틴 유도체,Gelatin and gelatin derivatives
3503001010,젤라틴,Gelatin
3503001020,젤라틴 유도체,Gelatin derivatives
3503002000,아이징글라스(isinglass),Isinglass
3503003000,그 밖의 동물성 글루(glue),Other glues of animal origin
35040010,펩톤(peptone)과 이들의 유도체,Peptones and their derivatives
3504001010,펩톤(peptone),Peptones
3504001020,펩톤(peptone) 유도체,Derivatives of peptones
35040020,그 밖의 단백질계 물질과 이들의 유도체,Other protein substances and their derivatives
3504002010,케라틴,Keratins
3504002020,핵산단백질,Nucleoproteids
3504002030,유리단백질,Protein isolates
3504002090,기타,Other
3504003000,하이드 파우더(hide powder),Hide powder
3505101000,덱스트린,Dextrins
3505102000,가용성 전분(아밀로겐),Soluble starch (amylogen)
3505103000,배소전분,Roasted starches
35051040,프리젤라티나이지드(pregelatinised)전분이나 스웰링 전분,Pregelatinised or swelling starch
3505104010,식품용,For food
3505104090,기타,Other
35051050,에테르화전분이나 에스테르화전분,Etherified or esterified starches
3505105010,식품용,For food
3505105090,기타,Other
35051090,기타,Other
3505109010,식품용,For food
3505109090,기타,Other
3505201000,전분 글루(glue),Starch glues
3505202000,덱스트린 글루(glue),Dextrin glues
3505209000,기타,Other
3506101000,고무를 기본 재료로 한 것,Based on rubber
3506102000,플라스틱(인조수지를 포함한다)을 기본 재료로 한 것,Based on plastic (including artificial resins)
3506109000,기타,Other
3506911000,광학용 투명 점착 필름 접착제ㆍ광학용 투명 경화성 액상 접착제(평판디스플레이 또는 터치 감지 스크린 패널의 제조에 전용 또는 주로 사용되는 종류의 것으로 한정한다),Optically clear free-film adhesives and optically clear curable liquid adhesives of a kind used solely or principally for the manufacture of flat panel displays or touch-sensitive screen panels
3506919000,기타,Other
3506991000,비엔나 글루(glue),Vienna glues
3506999000,기타,Other
3507100000,레네트(rennet)와 이들의 농축물,Rennet and concentrates thereof
3507901000,췌장계 효소,Pancreatic enzymes
3507904000,"파파인, 브로멜라인과 피신","Papain, bromelain and ficin"
35079060,미생물에서 얻은 아밀라제와 프로테아제,Amylases and proteases obtained from micro-organism
3507906010,아밀라제,Amylase
3507906020,프로테아제,Protease
3507907000,펙틱효소,Pectic enzymes
3507909000,기타,Other
3601001000,흑색화약,Black powders
3601002000,무연화약,Smokeless powders
3602000000,폭약(화약은 제외한다),"Prepared explosives, other than propellent powders."
3603100000,도화선,Safety fuses
3603200000,도폭선,Detonating cords
3603300000,격발뇌관(percussion cap),Percussion caps
3603400000,뇌관(detonating cap),Detonating caps
3603500000,점화기,Igniters
3603600000,전기뇌관,Electric detonators
3604100000,불꽃제품,Fireworks
3604901000,신호용 조명탄,Signalling flares
3604909000,기타,Other
3605000000,성냥(제3604호의 화공품은 제외한다),"Matches, other than pyrotechnic articles of heading 36.04."
3606100000,흡연용 라이터나 이와 유사한 라이터를 충전하거나 재충전하기 위하여 사용되는 용기(용량이 300세제곱센티미터 이하인 것으로 한정한다)에 넣은 액체연료ㆍ액화가스연료,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette or similar lighters and of a capacity not exceeding 300㎤
3606900000,기타,Other
3701100000,엑스선용,For X-ray
3701200000,인스턴트 프린트필름,Instant print film
3701302000,인쇄제판용,For graphic art
3701303000,인쇄회로기판용,For printed circuit board
3701304000,평판디스플레이용[블랭크마스크(blank mask)로 한정한다],For flat panel display (blank mask)
3701309000,기타,Other
3701911000,반도체 제조용,For making semiconductor
3701919,기타,Other
3701919100,인쇄제판용,For graphic art
3701919200,인쇄회로기판용,For printed circuit board
3701919900,기타,Other
3701991000,반도체 제조용,For making semiconductor
3701999,기타,Other
3701999100,인쇄제판용,For graphic art
3701999200,인쇄회로기판용,For printed circuit board
3701999900,기타,Other
3702100000,엑스선용,For X-ray
3702311000,영화필름,Cinematographic film
3702319000,기타,Other
3702321000,영화필름,Cinematographie film
